g,a,z,prop
0.77,0.2,0.4,1
0.78,0.2,0.4,1
0.79,0.2,0.4,1
0.8,0.2,0.4,1
0.81,0.2,0.4,1
0.82,0.2,0.4,1
0.83,0.2,0.4,1
0.84,0.2,0.4,1
0.85,0.2,0.4,1
0.86,0.2,0.4,1
0.87,0.2,0.4,1
0.88,0.2,0.4,1
0.89,0.2,0.4,1
0.9,0.2,0.4,1
0.91,0.2,0.4,1
0.92,0.2,0.4,1
0.93,0.2,0.4,1
0.94,0.2,0.4,1
0.95,0.2,0.4,1
0.96,0.2,0.4,1
0.97,0.2,0.4,1
0.98,0.2,0.4,1
0.99,0.2,0.4,1
0,0.25,0.4,0
0.01,0.25,0.4,0
0.02,0.25,0.4,0
0.03,0.25,0.4,0
0.04,0.25,0.4,0
0.05,0.25,0.4,0
0.06,0.25,0.4,0
0.07,0.25,0.4,0
0.08,0.25,0.4,0
0.09,0.25,0.4,0
0.1,0.25,0.4,0
0.11,0.25,0.4,0
0.12,0.25,0.4,0.06190476190476191
0.13,0.25,0.4,0.11428571428571428
0.14,0.25,0.4,0.14761904761904762
0.15,0.25,0.4,0.19047619047619047
0.16,0.25,0.4,0.23809523809523808
0.17,0.25,0.4,0.3
0.18,0.25,0.4,0.3619047619047619
0.19,0.25,0.4,0.44761904761904764
0.2,0.25,0.4,1
0.21,0.25,0.4,1
0.22,0.25,0.4,1
0.23,0.25,0.4,1
0.24,0.25,0.4,1
0.25,0.25,0.4,1
0.26,0.25,0.4,1
0.27,0.25,0.4,1
0.28,0.25,0.4,1
0.29,0.25,0.4,1
0.3,0.25,0.4,1
0.31,0.25,0.4,1
0.32,0.25,0.4,1
0.33,0.25,0.4,1
0.34,0.25,0.4,1
0.35,0.25,0.4,1
0.36,0.25,0.4,1
0.37,0.25,0.4,1
0.38,0.25,0.4,1
0.39,0.25,0.4,1
0.4,0.25,0.4,1
0.41,0.25,0.4,1
0.42,0.25,0.4,1
0.43,0.25,0.4,1
0.44,0.25,0.4,1
0.45,0.25,0.4,1
0.46,0.25,0.4,1
0.47,0.25,0.4,1
0.48,0.25,0.4,1
0.49,0.25,0.4,1
0.5,0.25,0.4,1
0.51,0.25,0.4,1
0.52,0.25,0.4,1
0.53,0.25,0.4,1
0.54,0.25,0.4,1
0.55,0.25,0.4,1
0.56,0.25,0.4,1
0.57,0.25,0.4,1
0.58,0.25,0.4,1
0.59,0.25,0.4,1
0.6,0.25,0.4,1
0.61,0.25,0.4,1
0.62,0.25,0.4,1
0.63,0.25,0.4,1
0.64,0.25,0.4,1
0.65,0.25,0.4,1
0.66,0.25,0.4,1
0.67,0.25,0.4,1
0.68,0.25,0.4,1
0.69,0.25,0.4,1
0.7,0.25,0.4,1
0.71,0.25,0.4,1
0.72,0.25,0.4,1
0.73,0.25,0.4,1
0.74,0.25,0.4,1
0.75,0.25,0.4,1
0.76,0.25,0.4,1
0.77,0.25,0.4,1
0.78,0.25,0.4,1
0.79,0.25,0.4,1
0.8,0.25,0.4,1
0.81,0.25,0.4,1
0.82,0.25,0.4,1
0.83,0.25,0.4,1
0.84,0.25,0.4,1
0.85,0.25,0.4,1
0.86,0.25,0.4,1
0.87,0.25,0.4,1
0.88,0.25,0.4,1
0.89,0.25,0.4,1
0.9,0.25,0.4,1
0.91,0.25,0.4,1
0.92,0.25,0.4,1
0.93,0.25,0.4,1
0.94,0.25,0.4,1
0.95,0.25,0.4,1
0.96,0.25,0.4,1
0.97,0.25,0.4,1
0.98,0.25,0.4,1
0.99,0.25,0.4,1
0,0.3,0.4,0
0.01,0.3,0.4,0
0.02,0.3,0.4,0
0.03,0.3,0.4,0
0.04,0.3,0.4,0
0.05,0.3,0.4,0
0.06,0.3,0.4,0
0.07,0.3,0.4,0
0.08,0.3,0.4,0
0.09,0.3,0.4,0
0.1,0.3,0.4,0
0.11,0.3,0.4,0
0.12,0.3,0.4,0
0.13,0.3,0.4,0.05714285714285714
0.14,0.3,0.4,0.10476190476190476
0.15,0.3,0.4,0.13333333333333333
0.16,0.3,0.4,0.16666666666666666
0.17,0.3,0.4,0.20952380952380953
0.18,0.3,0.4,0.26666666666666666
0.19,0.3,0.4,0.3238095238095238
0.2,0.3,0.4,0.38095238095238093
0.21,0.3,0.4,0.4714285714285714
0.22,0.3,0.4,1
0.23,0.3,0.4,1
0.24,0.3,0.4,1
0.25,0.3,0.4,1
0.26,0.3,0.4,1
0.27,0.3,0.4,1
0.28,0.3,0.4,1
0.29,0.3,0.4,1
0.3,0.3,0.4,1
0.31,0.3,0.4,1
0.32,0.3,0.4,1
0.33,0.3,0.4,1
0.34,0.3,0.4,1
0.35,0.3,0.4,1
0.36,0.3,0.4,1
0.37,0.3,0.4,1
0.38,0.3,0.4,1
0.39,0.3,0.4,1
0.4,0.3,0.4,1
0.41,0.3,0.4,1
0.42,0.3,0.4,1
0.43,0.3,0.4,1
0.44,0.3,0.4,1
0.45,0.3,0.4,1
0.46,0.3,0.4,1
0.47,0.3,0.4,1
0.48,0.3,0.4,1
0.49,0.3,0.4,1
0.5,0.3,0.4,1
0.51,0.3,0.4,1
0.52,0.3,0.4,1
0.53,0.3,0.4,1
0.54,0.3,0.4,1
0.55,0.3,0.4,1
0.56,0.3,0.4,1
0.57,0.3,0.4,1
0.58,0.3,0.4,1
0.59,0.3,0.4,1
0.6,0.3,0.4,1
0.61,0.3,0.4,1
0.62,0.3,0.4,1
0.63,0.3,0.4,1
0.64,0.3,0.4,1
0.65,0.3,0.4,1
0.66,0.3,0.4,1
0.67,0.3,0.4,1
0.68,0.3,0.4,1
0.69,0.3,0.4,1
0.7,0.3,0.4,1
0.71,0.3,0.4,1
0.72,0.3,0.4,1
0.73,0.3,0.4,1
0.74,0.3,0.4,1
0.75,0.3,0.4,1
0.76,0.3,0.4,1
0.77,0.3,0.4,1
0.78,0.3,0.4,1
0.79,0.3,0.4,1
0.8,0.3,0.4,1
0.81,0.3,0.4,1
0.82,0.3,0.4,1
0.83,0.3,0.4,1
0.84,0.3,0.4,1
0.85,0.3,0.4,1
0.86,0.3,0.4,1
0.87,0.3,0.4,1
0.88,0.3,0.4,1
0.89,0.3,0.4,1
0.9,0.3,0.4,1
0.91,0.3,0.4,1
0.92,0.3,0.4,1
0.93,0.3,0.4,1
0.94,0.3,0.4,1
0.95,0.3,0.4,1
0.96,0.3,0.4,1
0.97,0.3,0.4,1
0.98,0.3,0.4,1
0.99,0.3,0.4,1
0,0.35,0.4,0
0.01,0.35,0.4,0
0.02,0.35,0.4,0
0.03,0.35,0.4,0
0.04,0.35,0.4,0
0.05,0.35,0.4,0
0.06,0.35,0.4,0
0.07,0.35,0.4,0
0.08,0.35,0.4,0
0.09,0.35,0.4,0
0.1,0.35,0.4,0
0.11,0.35,0.4,0
0.12,0.35,0.4,0
0.13,0.35,0.4,0
0.14,0.35,0.4,0.047619047619047616
0.15,0.35,0.4,0.09523809523809523
0.16,0.35,0.4,0.12857142857142856
0.17,0.35,0.4,0.15714285714285714
0.18,0.35,0.4,0.19047619047619047
0.19,0.35,0.4,0.23333333333333334
0.2,0.35,0.4,0.2857142857142857
0.21,0.35,0.4,0.34285714285714286
0.22,0.35,0.4,0.40476190476190477
0.23,0.35,0.4,0.5
0.24,0.35,0.4,1
0.25,0.35,0.4,1
0.26,0.35,0.4,1
0.27,0.35,0.4,1
0.28,0.35,0.4,1
0.29,0.35,0.4,1
0.3,0.35,0.4,1
0.31,0.35,0.4,1
0.32,0.35,0.4,1
0.33,0.35,0.4,1
0.34,0.35,0.4,1
0.35,0.35,0.4,1
0.36,0.35,0.4,1
0.37,0.35,0.4,1
0.38,0.35,0.4,1
0.39,0.35,0.4,1
0.4,0.35,0.4,1
0.41,0.35,0.4,1
0.42,0.35,0.4,1
0.43,0.35,0.4,1
0.44,0.35,0.4,1
0.45,0.35,0.4,1
0.46,0.35,0.4,1
0.47,0.35,0.4,1
0.48,0.35,0.4,1
0.49,0.35,0.4,1
0.5,0.35,0.4,1
0.51,0.35,0.4,1
0.52,0.35,0.4,1
0.53,0.35,0.4,1
0.54,0.35,0.4,1
0.55,0.35,0.4,1
0.56,0.35,0.4,1
0.57,0.35,0.4,1
0.58,0.35,0.4,1
0.59,0.35,0.4,1
0.6,0.35,0.4,1
0.61,0.35,0.4,1
0.62,0.35,0.4,1
0.63,0.35,0.4,1
0.64,0.35,0.4,1
0.65,0.35,0.4,1
0.66,0.35,0.4,1
0.67,0.35,0.4,1
0.68,0.35,0.4,1
0.69,0.35,0.4,1
0.7,0.35,0.4,1
0.71,0.35,0.4,1
0.72,0.35,0.4,1
0.73,0.35,0.4,1
0.74,0.35,0.4,1
0.75,0.35,0.4,1
0.76,0.35,0.4,1
0.77,0.35,0.4,1
0.78,0.35,0.4,1
0.79,0.35,0.4,1
0.8,0.35,0.4,1
0.81,0.35,0.4,1
0.82,0.35,0.4,1
0.83,0.35,0.4,1
0.84,0.35,0.4,1
0.85,0.35,0.4,1
0.86,0.35,0.4,1
0.87,0.35,0.4,1
0.88,0.35,0.4,1
0.89,0.35,0.4,1
0.9,0.35,0.4,1
0.91,0.35,0.4,1
0.92,0.35,0.4,1
0.93,0.35,0.4,1
0.94,0.35,0.4,1
0.95,0.35,0.4,1
0.96,0.35,0.4,1
0.97,0.35,0.4,1
0.98,0.35,0.4,1
0.99,0.35,0.4,1
0,0.4,0.4,0
0.01,0.4,0.4,0
0.02,0.4,0.4,0
0.03,0.4,0.4,0
0.04,0.4,0.4,0
0.05,0.4,0.4,0
0.06,0.4,0.4,0
0.07,0.4,0.4,0
0.08,0.4,0.4,0
0.09,0.4,0.4,0
0.1,0.4,0.4,0
0.11,0.4,0.4,0
0.12,0.4,0.4,0
0.13,0.4,0.4,0
0.14,0.4,0.4,0
0.15,0.4,0.4,0.04285714285714286
0.16,0.4,0.4,0.09047619047619047
0.17,0.4,0.4,0.11904761904761904
0.18,0.4,0.4,0.14285714285714285
0.19,0.4,0.4,0.18095238095238095
0.2,0.4,0.4,0.21428571428571427
0.21,0.4,0.4,0.2523809523809524
0.22,0.4,0.4,0.3047619047619048
0.23,0.4,0.4,0.35714285714285715
0.24,0.4,0.4,0.42857142857142855
0.25,0.4,0.4,0.5476190476190477
0.26,0.4,0.4,1
0.27,0.4,0.4,1
0.28,0.4,0.4,1
0.29,0.4,0.4,1
0.3,0.4,0.4,1
0.31,0.4,0.4,1
0.32,0.4,0.4,1
0.33,0.4,0.4,1
0.34,0.4,0.4,1
0.35,0.4,0.4,1
0.36,0.4,0.4,1
0.37,0.4,0.4,1
0.38,0.4,0.4,1
0.39,0.4,0.4,1
0.4,0.4,0.4,1
0.41,0.4,0.4,1
0.42,0.4,0.4,1
0.43,0.4,0.4,1
0.44,0.4,0.4,1
0.45,0.4,0.4,1
0.46,0.4,0.4,1
0.47,0.4,0.4,1
0.48,0.4,0.4,1
0.49,0.4,0.4,1
0.5,0.4,0.4,1
0.51,0.4,0.4,1
0.52,0.4,0.4,1
0.53,0.4,0.4,1
0.54,0.4,0.4,1
0.55,0.4,0.4,1
0.56,0.4,0.4,1
0.57,0.4,0.4,1
0.58,0.4,0.4,1
0.59,0.4,0.4,1
0.6,0.4,0.4,1
0.61,0.4,0.4,1
0.62,0.4,0.4,1
0.63,0.4,0.4,1
0.64,0.4,0.4,1
0.65,0.4,0.4,1
0.66,0.4,0.4,1
0.67,0.4,0.4,1
0.68,0.4,0.4,1
0.69,0.4,0.4,1
0.7,0.4,0.4,1
0.71,0.4,0.4,1
0.72,0.4,0.4,1
0.73,0.4,0.4,1
0.74,0.4,0.4,1
0.75,0.4,0.4,1
0.76,0.4,0.4,1
0.77,0.4,0.4,1
0.78,0.4,0.4,1
0.79,0.4,0.4,1
0.8,0.4,0.4,1
0.81,0.4,0.4,1
0.82,0.4,0.4,1
0.83,0.4,0.4,1
0.84,0.4,0.4,1
0.85,0.4,0.4,1
0.86,0.4,0.4,1
0.87,0.4,0.4,1
0.88,0.4,0.4,1
0.89,0.4,0.4,1
0.9,0.4,0.4,1
0.91,0.4,0.4,1
0.92,0.4,0.4,1
0.93,0.4,0.4,1
0.94,0.4,0.4,1
0.95,0.4,0.4,1
0.96,0.4,0.4,1
0.97,0.4,0.4,1
0.98,0.4,0.4,1
0.99,0.4,0.4,1
0,0.45,0.4,0
0.01,0.45,0.4,0
0.02,0.45,0.4,0
0.03,0.45,0.4,0
0.04,0.45,0.4,0
0.05,0.45,0.4,0
0.06,0.45,0.4,0
0.07,0.45,0.4,0
0.08,0.45,0.4,0
0.09,0.45,0.4,0
0.1,0.45,0.4,0
0.11,0.45,0.4,0
0.12,0.45,0.4,0
0.13,0.45,0.4,0
0.14,0.45,0.4,0
0.15,0.45,0.4,0
0.16,0.45,0.4,0.0380952380952381
0.17,0.45,0.4,0.08095238095238096
0.18,0.45,0.4,0.11428571428571428
0.19,0.45,0.4,0.13333333333333333
0.2,0.45,0.4,0.1619047619047619
0.21,0.45,0.4,0.19523809523809524
0.22,0.45,0.4,0.23333333333333334
0.23,0.45,0.4,0.2714285714285714
0.24,0.45,0.4,0.3238095238095238
0.25,0.45,0.4,0.38095238095238093
0.26,0.45,0.4,0.4523809523809524
0.27,0.45,0.4,1
0.28,0.45,0.4,1
0.29,0.45,0.4,1
0.3,0.45,0.4,1
0.31,0.45,0.4,1
0.32,0.45,0.4,1
0.33,0.45,0.4,1
0.34,0.45,0.4,1
0.35,0.45,0.4,1
0.36,0.45,0.4,1
0.37,0.45,0.4,1
0.38,0.45,0.4,1
0.39,0.45,0.4,1
0.4,0.45,0.4,1
0.41,0.45,0.4,1
0.42,0.45,0.4,1
0.43,0.45,0.4,1
0.44,0.45,0.4,1
0.45,0.45,0.4,1
0.46,0.45,0.4,1
0.47,0.45,0.4,1
0.48,0.45,0.4,1
0.49,0.45,0.4,1
0.5,0.45,0.4,1
0.51,0.45,0.4,1
0.52,0.45,0.4,1
0.53,0.45,0.4,1
0.54,0.45,0.4,1
0.55,0.45,0.4,1
0.56,0.45,0.4,1
0.57,0.45,0.4,1
0.58,0.45,0.4,1
0.59,0.45,0.4,1
0.6,0.45,0.4,1
0.61,0.45,0.4,1
0.62,0.45,0.4,1
0.63,0.45,0.4,1
0.64,0.45,0.4,1
0.65,0.45,0.4,1
0.66,0.45,0.4,1
0.67,0.45,0.4,1
0.68,0.45,0.4,1
0.69,0.45,0.4,1
0.7,0.45,0.4,1
0.71,0.45,0.4,1
0.72,0.45,0.4,1
0.73,0.45,0.4,1
0.74,0.45,0.4,1
0.75,0.45,0.4,1
0.76,0.45,0.4,1
0.77,0.45,0.4,1
0.78,0.45,0.4,1
0.79,0.45,0.4,1
0.8,0.45,0.4,1
0.81,0.45,0.4,1
0.82,0.45,0.4,1
0.83,0.45,0.4,1
0.84,0.45,0.4,1
0.85,0.45,0.4,1
0.86,0.45,0.4,1
0.87,0.45,0.4,1
0.88,0.45,0.4,1
0.89,0.45,0.4,1
0.9,0.45,0.4,1
0.91,0.45,0.4,1
0.92,0.45,0.4,1
0.93,0.45,0.4,1
0.94,0.45,0.4,1
0.95,0.45,0.4,1
0.96,0.45,0.4,1
0.97,0.45,0.4,1
0.98,0.45,0.4,1
0.99,0.45,0.4,1
0,0.5,0.4,0
0.01,0.5,0.4,0
0.02,0.5,0.4,0
0.03,0.5,0.4,0
0.04,0.5,0.4,0
0.05,0.5,0.4,0
0.06,0.5,0.4,0
0.07,0.5,0.4,0
0.08,0.5,0.4,0
0.09,0.5,0.4,0
0.1,0.5,0.4,0
0.11,0.5,0.4,0
0.12,0.5,0.4,0
0.13,0.5,0.4,0
0.14,0.5,0.4,0
0.15,0.5,0.4,0
0.16,0.5,0.4,0
0.17,0.5,0.4,0.03333333333333333
0.18,0.5,0.4,0.0761904761904762
0.19,0.5,0.4,0.10952380952380952
0.2,0.5,0.4,0.12857142857142856
0.21,0.5,0.4,0.1523809523809524
0.22,0.5,0.4,0.18095238095238095
0.23,0.5,0.4,0.21428571428571427
0.24,0.5,0.4,0.2523809523809524
0.25,0.5,0.4,0.2904761904761905
0.26,0.5,0.4,0.3380952380952381
0.27,0.5,0.4,0.40476190476190477
0.28,0.5,0.4,0.48095238095238096
0.29,0.5,0.4,1
0.3,0.5,0.4,1
0.31,0.5,0.4,1
0.32,0.5,0.4,1
0.33,0.5,0.4,1
0.34,0.5,0.4,1
0.35,0.5,0.4,1
0.36,0.5,0.4,1
0.37,0.5,0.4,1
0.38,0.5,0.4,1
0.39,0.5,0.4,1
0.4,0.5,0.4,1
0.41,0.5,0.4,1
0.42,0.5,0.4,1
0.43,0.5,0.4,1
0.44,0.5,0.4,1
0.45,0.5,0.4,1
0.46,0.5,0.4,1
0.47,0.5,0.4,1
0.48,0.5,0.4,1
0.49,0.5,0.4,1
0.5,0.5,0.4,1
0.51,0.5,0.4,1
0.52,0.5,0.4,1
0.53,0.5,0.4,1
0.54,0.5,0.4,1
0.55,0.5,0.4,1
0.56,0.5,0.4,1
0.57,0.5,0.4,1
0.58,0.5,0.4,1
0.59,0.5,0.4,1
0.6,0.5,0.4,1
0.61,0.5,0.4,1
0.62,0.5,0.4,1
0.63,0.5,0.4,1
0.64,0.5,0.4,1
0.65,0.5,0.4,1
0.66,0.5,0.4,1
0.67,0.5,0.4,1
0.68,0.5,0.4,1
0.69,0.5,0.4,1
0.7,0.5,0.4,1
0.71,0.5,0.4,1
0.72,0.5,0.4,1
0.73,0.5,0.4,1
0.74,0.5,0.4,1
0.75,0.5,0.4,1
0.76,0.5,0.4,1
0.77,0.5,0.4,1
0.78,0.5,0.4,1
0.79,0.5,0.4,1
0.8,0.5,0.4,1
0.81,0.5,0.4,1
0.82,0.5,0.4,1
0.83,0.5,0.4,1
0.84,0.5,0.4,1
0.85,0.5,0.4,1
0.86,0.5,0.4,1
0.87,0.5,0.4,1
0.88,0.5,0.4,1
0.89,0.5,0.4,1
0.9,0.5,0.4,1
0.91,0.5,0.4,1
0.92,0.5,0.4,1
0.93,0.5,0.4,1
0.94,0.5,0.4,1
0.95,0.5,0.4,1
0.96,0.5,0.4,1
0.97,0.5,0.4,1
0.98,0.5,0.4,1
0.99,0.5,0.4,1
0,0.55,0.4,0
0.01,0.55,0.4,0
0.02,0.55,0.4,0
0.03,0.55,0.4,0
0.04,0.55,0.4,0
0.05,0.55,0.4,0
0.06,0.55,0.4,0
0.07,0.55,0.4,0
0.08,0.55,0.4,0
0.09,0.55,0.4,0
0.1,0.55,0.4,0
0.11,0.55,0.4,0
0.12,0.55,0.4,0
0.13,0.55,0.4,0
0.14,0.55,0.4,0
0.15,0.55,0.4,0
0.16,0.55,0.4,0
0.17,0.55,0.4,0
0.18,0.55,0.4,0.02857142857142857
0.19,0.55,0.4,0.07142857142857142
0.2,0.55,0.4,0.10476190476190476
0.21,0.55,0.4,0.11904761904761904
0.22,0.55,0.4,0.14285714285714285
0.23,0.55,0.4,0.16666666666666666
0.24,0.55,0.4,0.19523809523809524
0.25,0.55,0.4,0.22380952380952382
0.26,0.55,0.4,0.2714285714285714
0.27,0.55,0.4,0.30952380952380953
0.28,0.55,0.4,0.35714285714285715
0.29,0.55,0.4,0.42857142857142855
0.3,0.55,0.4,1
0.31,0.55,0.4,1
0.32,0.55,0.4,1
0.33,0.55,0.4,1
0.34,0.55,0.4,1
0.35,0.55,0.4,1
0.36,0.55,0.4,1
0.37,0.55,0.4,1
0.38,0.55,0.4,1
0.39,0.55,0.4,1
0.4,0.55,0.4,1
0.41,0.55,0.4,1
0.42,0.55,0.4,1
0.43,0.55,0.4,1
0.44,0.55,0.4,1
0.45,0.55,0.4,1
0.46,0.55,0.4,1
0.47,0.55,0.4,1
0.48,0.55,0.4,1
0.49,0.55,0.4,1
0.5,0.55,0.4,1
0.51,0.55,0.4,1
0.52,0.55,0.4,1
0.53,0.55,0.4,1
0.54,0.55,0.4,1
0.55,0.55,0.4,1
0.56,0.55,0.4,1
0.57,0.55,0.4,1
0.58,0.55,0.4,1
0.59,0.55,0.4,1
0.6,0.55,0.4,1
0.61,0.55,0.4,1
0.62,0.55,0.4,1
0.63,0.55,0.4,1
0.64,0.55,0.4,1
0.65,0.55,0.4,1
0.66,0.55,0.4,1
0.67,0.55,0.4,1
0.68,0.55,0.4,1
0.69,0.55,0.4,1
0.7,0.55,0.4,1
0.71,0.55,0.4,1
0.72,0.55,0.4,1
0.73,0.55,0.4,1
0.74,0.55,0.4,1
0.75,0.55,0.4,1
0.76,0.55,0.4,1
0.77,0.55,0.4,1
0.78,0.55,0.4,1
0.79,0.55,0.4,1
0.8,0.55,0.4,1
0.81,0.55,0.4,1
0.82,0.55,0.4,1
0.83,0.55,0.4,1
0.84,0.55,0.4,1
0.85,0.55,0.4,1
0.86,0.55,0.4,1
0.87,0.55,0.4,1
0.88,0.55,0.4,1
0.89,0.55,0.4,1
0.9,0.55,0.4,1
0.91,0.55,0.4,1
0.92,0.55,0.4,1
0.93,0.55,0.4,1
0.94,0.55,0.4,1
0.95,0.55,0.4,1
0.96,0.55,0.4,1
0.97,0.55,0.4,1
0.98,0.55,0.4,1
0.99,0.55,0.4,1
0,0.6,0.4,0
0.01,0.6,0.4,0
0.02,0.6,0.4,0
0.03,0.6,0.4,0
0.04,0.6,0.4,0
0.05,0.6,0.4,0
0.06,0.6,0.4,0
0.07,0.6,0.4,0
0.08,0.6,0.4,0
0.09,0.6,0.4,0
0.1,0.6,0.4,0
0.11,0.6,0.4,0
0.12,0.6,0.4,0
0.13,0.6,0.4,0
0.14,0.6,0.4,0
0.15,0.6,0.4,0
0.16,0.6,0.4,0
0.17,0.6,0.4,0
0.18,0.6,0.4,0
0.19,0.6,0.4,0.02857142857142857
0.2,0.6,0.4,0.06666666666666667
0.21,0.6,0.4,0.09523809523809523
0.22,0.6,0.4,0.11428571428571428
0.23,0.6,0.4,0.13333333333333333
0.24,0.6,0.4,0.15714285714285714
0.25,0.6,0.4,0.18095238095238095
0.26,0.6,0.4,0.21428571428571427
0.27,0.6,0.4,0.24285714285714285
0.28,0.6,0.4,0.2904761904761905
0.29,0.6,0.4,0.3238095238095238
0.3,0.6,0.4,0.38095238095238093
0.31,0.6,0.4,0.45714285714285713
0.32,0.6,0.4,1
0.33,0.6,0.4,1
0.34,0.6,0.4,1
0.35,0.6,0.4,1
0.36,0.6,0.4,1
0.37,0.6,0.4,1
0.38,0.6,0.4,1
0.39,0.6,0.4,1
0.4,0.6,0.4,1
0.41,0.6,0.4,1
0.42,0.6,0.4,1
0.43,0.6,0.4,1
0.44,0.6,0.4,1
0.45,0.6,0.4,1
0.46,0.6,0.4,1
0.47,0.6,0.4,1
0.48,0.6,0.4,1
0.49,0.6,0.4,1
0.5,0.6,0.4,1
0.51,0.6,0.4,1
0.52,0.6,0.4,1
0.53,0.6,0.4,1
0.54,0.6,0.4,1
0.55,0.6,0.4,1
0.56,0.6,0.4,1
0.57,0.6,0.4,1
0.58,0.6,0.4,1
0.59,0.6,0.4,1
0.6,0.6,0.4,1
0.61,0.6,0.4,1
0.62,0.6,0.4,1
0.63,0.6,0.4,1
0.64,0.6,0.4,1
0.65,0.6,0.4,1
0.66,0.6,0.4,1
0.67,0.6,0.4,1
0.68,0.6,0.4,1
0.69,0.6,0.4,1
0.7,0.6,0.4,1
0.71,0.6,0.4,1
0.72,0.6,0.4,1
0.73,0.6,0.4,1
0.74,0.6,0.4,1
0.75,0.6,0.4,1
0.76,0.6,0.4,1
0.77,0.6,0.4,1
0.78,0.6,0.4,1
0.79,0.6,0.4,1
0.8,0.6,0.4,1
0.81,0.6,0.4,1
0.82,0.6,0.4,1
0.83,0.6,0.4,1
0.84,0.6,0.4,1
0.85,0.6,0.4,1
0.86,0.6,0.4,1
0.87,0.6,0.4,1
0.88,0.6,0.4,1
0.89,0.6,0.4,1
0.9,0.6,0.4,1
0.91,0.6,0.4,1
0.92,0.6,0.4,1
0.93,0.6,0.4,1
0.94,0.6,0.4,1
0.95,0.6,0.4,1
0.96,0.6,0.4,1
0.97,0.6,0.4,1
0.98,0.6,0.4,1
0.99,0.6,0.4,1
0,0.65,0.4,0
0.01,0.65,0.4,0
0.02,0.65,0.4,0
0.03,0.65,0.4,0
0.04,0.65,0.4,0
0.05,0.65,0.4,0
0.06,0.65,0.4,0
0.07,0.65,0.4,0
0.08,0.65,0.4,0
0.09,0.65,0.4,0
0.1,0.65,0.4,0
0.11,0.65,0.4,0
0.12,0.65,0.4,0
0.13,0.65,0.4,0
0.14,0.65,0.4,0
0.15,0.65,0.4,0
0.16,0.65,0.4,0
0.17,0.65,0.4,0
0.18,0.65,0.4,0
0.19,0.65,0.4,0
0.2,0.65,0.4,0.023809523809523808
0.21,0.65,0.4,0.05714285714285714
0.22,0.65,0.4,0.09047619047619047
0.23,0.65,0.4,0.11428571428571428
0.24,0.65,0.4,0.12857142857142856
0.25,0.65,0.4,0.14285714285714285
0.26,0.65,0.4,0.16666666666666666
0.27,0.65,0.4,0.19523809523809524
0.28,0.65,0.4,0.22380952380952382
0.29,0.65,0.4,0.26666666666666666
0.3,0.65,0.4,0.29523809523809524
0.31,0.65,0.4,0.3476190476190476
0.32,0.65,0.4,0.4095238095238095
0.33,0.65,0.4,0.5095238095238095
0.34,0.65,0.4,1
0.35,0.65,0.4,1
0.36,0.65,0.4,1
0.37,0.65,0.4,1
0.38,0.65,0.4,1
0.39,0.65,0.4,1
0.4,0.65,0.4,1
0.41,0.65,0.4,1
0.42,0.65,0.4,1
0.43,0.65,0.4,1
0.44,0.65,0.4,1
0.45,0.65,0.4,1
0.46,0.65,0.4,1
0.47,0.65,0.4,1
0.48,0.65,0.4,1
0.49,0.65,0.4,1
0.5,0.65,0.4,1
0.51,0.65,0.4,1
0.52,0.65,0.4,1
0.53,0.65,0.4,1
0.54,0.65,0.4,1
0.55,0.65,0.4,1
0.56,0.65,0.4,1
0.57,0.65,0.4,1
0.58,0.65,0.4,1
0.59,0.65,0.4,1
0.6,0.65,0.4,1
0.61,0.65,0.4,1
0.62,0.65,0.4,1
0.63,0.65,0.4,1
0.64,0.65,0.4,1
0.65,0.65,0.4,1
0.66,0.65,0.4,1
0.67,0.65,0.4,1
0.68,0.65,0.4,1
0.69,0.65,0.4,1
0.7,0.65,0.4,1
0.71,0.65,0.4,1
0.72,0.65,0.4,1
0.73,0.65,0.4,1
0.74,0.65,0.4,1
0.75,0.65,0.4,1
0.76,0.65,0.4,1
0.77,0.65,0.4,1
0.78,0.65,0.4,1
0.79,0.65,0.4,1
0.8,0.65,0.4,1
0.81,0.65,0.4,1
0.82,0.65,0.4,1
0.83,0.65,0.4,1
0.84,0.65,0.4,1
0.85,0.65,0.4,1
0.86,0.65,0.4,1
0.87,0.65,0.4,1
0.88,0.65,0.4,1
0.89,0.65,0.4,1
0.9,0.65,0.4,1
0.91,0.65,0.4,1
0.92,0.65,0.4,1
0.93,0.65,0.4,1
0.94,0.65,0.4,1
0.95,0.65,0.4,1
0.96,0.65,0.4,1
0.97,0.65,0.4,1
0.98,0.65,0.4,1
0.99,0.65,0.4,1
0,0.7,0.4,0
0.01,0.7,0.4,0
0.02,0.7,0.4,0
0.03,0.7,0.4,0
0.04,0.7,0.4,0
0.05,0.7,0.4,0
0.06,0.7,0.4,0
0.07,0.7,0.4,0
0.08,0.7,0.4,0
0.09,0.7,0.4,0
0.1,0.7,0.4,0
0.11,0.7,0.4,0
0.12,0.7,0.4,0
0.13,0.7,0.4,0
0.14,0.7,0.4,0
0.15,0.7,0.4,0
0.16,0.7,0.4,0
0.17,0.7,0.4,0
0.18,0.7,0.4,0
0.19,0.7,0.4,0
0.2,0.7,0.4,0
0.21,0.7,0.4,0.023809523809523808
0.22,0.7,0.4,0.05238095238095238
0.23,0.7,0.4,0.08571428571428572
0.24,0.7,0.4,0.10952380952380952
0.25,0.7,0.4,0.12380952380952381
